INFO:gensim.models.word2vec:collecting all words and their counts
INFO:gensim.models.word2vec:PROGRESS: at sentence #0, processed 0 words, keeping 0 word types
INFO:gensim.models.word2vec:PROGRESS: at sentence #10000, processed 400826 words, keeping 269 word types
INFO:gensim.models.word2vec:PROGRESS: at sentence #20000, processed 801597 words, keeping 269 word types
INFO:gensim.models.word2vec:PROGRESS: at sentence #30000, processed 1202307 words, keeping 269 word types
INFO:gensim.models.word2vec:PROGRESS: at sentence #40000, processed 1603045 words, keeping 270 word types
INFO:gensim.models.word2vec:PROGRESS: at sentence #50000, processed 2003820 words, keeping 270 word types
INFO:gensim.models.word2vec:PROGRESS: at sentence #60000, processed 2404657 words, keeping 270 word types
INFO:gensim.models.word2vec:PROGRESS: at sentence #70000, processed 2805401 words, keeping 270 word types
INFO:gensim.models.word2vec:PROGRESS: at sentence #80000, processed 3206079 words, keeping 270 word types
INFO:gensim.models.word2vec:PROGRESS: at sentence #90000, processed 3606893 words, keeping 270 word types
INFO:gensim.models.word2vec:PROGRESS: at sentence #100000, processed 4007578 words, keeping 270 word types
INFO:gensim.models.word2vec:PROGRESS: at sentence #110000, processed 4408364 words, keeping 270 word types
INFO:gensim.models.word2vec:collected 270 word types from a corpus of 4643403 raw words and 115865 sentences
INFO:gensim.models.word2vec:Creating a fresh vocabulary
INFO:gensim.utils:Word2Vec lifecycle event {'msg': 'effective_min_count=5 retains 269 unique words (99.63% of original 270, drops 1)', 'datetime': '2023-11-06T20:48:59.422115', 'gensim': '4.3.2', 'python': '3.11.6 (tags/v3.11.6:8b6ee5b, Oct  2 2023, 14:57:12) [MSC v.1935 64 bit (AMD64)]', 'platform': 'Windows-10-10.0.22621-SP0', 'event': 'prepare_vocab'}
INFO:gensim.utils:Word2Vec lifecycle event {'msg': 'effective_min_count=5 leaves 4643399 word corpus (100.00% of original 4643403, drops 4)', 'datetime': '2023-11-06T20:48:59.422115', 'gensim': '4.3.2', 'python': '3.11.6 (tags/v3.11.6:8b6ee5b, Oct  2 2023, 14:57:12) [MSC v.1935 64 bit (AMD64)]', 'platform': 'Windows-10-10.0.22621-SP0', 'event': 'prepare_vocab'}
INFO:gensim.models.word2vec:deleting the raw counts dictionary of 270 items
INFO:gensim.models.word2vec:sample=0.001 downsamples 97 most-common words
INFO:gensim.utils:Word2Vec lifecycle event {'msg': 'downsampling leaves estimated 2379141.70249999 word corpus (51.2%% of prior 4643399)', 'datetime': '2023-11-06T20:48:59.427126', 'gensim': '4.3.2', 'python': '3.11.6 (tags/v3.11.6:8b6ee5b, Oct  2 2023, 14:57:12) [MSC v.1935 64 bit (AMD64)]', 'platform': 'Windows-10-10.0.22621-SP0', 'event': 'prepare_vocab'}
INFO:gensim.models.word2vec:estimated required memory for 269 words and 256 dimensions: 685412 bytes
INFO:gensim.models.word2vec:resetting layer weights
INFO:gensim.utils:Word2Vec lifecycle event {'update': False, 'trim_rule': 'None', 'datetime': '2023-11-06T20:48:59.433735', 'gensim': '4.3.2', 'python': '3.11.6 (tags/v3.11.6:8b6ee5b, Oct  2 2023, 14:57:12) [MSC v.1935 64 bit (AMD64)]', 'platform': 'Windows-10-10.0.22621-SP0', 'event': 'build_vocab'}
INFO:gensim.utils:Word2Vec lifecycle event {'msg': 'training model with 3 workers on 269 vocabulary and 256 features, using sg=1 hs=0 sample=0.001 negative=5 window=40 shrink_windows=True', 'datetime': '2023-11-06T20:48:59.433735', 'gensim': '4.3.2', 'python': '3.11.6 (tags/v3.11.6:8b6ee5b, Oct  2 2023, 14:57:12) [MSC v.1935 64 bit (AMD64)]', 'platform': 'Windows-10-10.0.22621-SP0', 'event': 'train'}
INFO:gensim.models.word2vec:EPOCH 0 - PROGRESS: at 2.79% examples, 63523 words/s, in_qsize 0, out_qsize 0
INFO:gensim.models.word2vec:EPOCH 3 - PROGRESS: at 76.07% examples, 71756 words/s, in_qsize 0, out_qsize 0
INFO:gensim.models.word2vec:EPOCH 3 - PROGRESS: at 79.30% examples, 71770 words/s, in_qsize 0, out_qsize 0
INFO:gensim.models.word2vec:EPOCH 3 - PROGRESS: at 82.31% examples, 71647 words/s, in_qsize 0, out_qsize 0
INFO:gensim.models.word2vec:EPOCH 3 - PROGRESS: at 85.53% examples, 71650 words/s, in_qsize 0, out_qsize 0
INFO:gensim.models.word2vec:EPOCH 3 - PROGRESS: at 88.54% examples, 71557 words/s, in_qsize 0, out_qsize 0
INFO:gensim.models.word2vec:EPOCH 3 - PROGRESS: at 91.33% examples, 71241 words/s, in_qsize 0, out_qsize 0
INFO:gensim.models.word2vec:EPOCH 3 - PROGRESS: at 94.55% examples, 71323 words/s, in_qsize 0, out_qsize 0
INFO:gensim.models.word2vec:EPOCH 3 - PROGRESS: at 97.56% examples, 71257 words/s, in_qsize 0, out_qsize 0
INFO:gensim.models.word2vec:EPOCH 3: training on 4643403 raw words (2378008 effective words) took 33.3s, 71460 effective words/s
INFO:root:Loss after epoch 3: 579200.0
INFO:gensim.models.word2vec:EPOCH 4 - PROGRESS: at 2.79% examples, 64708 words/s, in_qsize 0, out_qsize 0
INFO:gensim.models.word2vec:EPOCH 4 - PROGRESS: at 6.02% examples, 69047 words/s, in_qsize 0, out_qsize 0
INFO:gensim.models.word2vec:EPOCH 4 - PROGRESS: at 9.24% examples, 70781 words/s, in_qsize 0, out_qsize 0
INFO:gensim.models.word2vec:EPOCH 4 - PROGRESS: at 12.46% examples, 71965 words/s, in_qsize 0, out_qsize 0
INFO:gensim.models.word2vec:EPOCH 4 - PROGRESS: at 15.47% examples, 71757 words/s, in_qsize 0, out_qsize 0
INFO:gensim.models.word2vec:EPOCH 4 - PROGRESS: at 18.70% examples, 71954 words/s, in_qsize 0, out_qsize 0
INFO:gensim.models.word2vec:EPOCH 4 - PROGRESS: at 21.92% examples, 72464 words/s, in_qsize 0, out_qsize 0
INFO:gensim.models.word2vec:EPOCH 4 - PROGRESS: at 24.93% examples, 72305 words/s, in_qsize 0, out_qsize 0
INFO:gensim.models.word2vec:EPOCH 4 - PROGRESS: at 28.15% examples, 72695 words/s, in_qsize 0, out_qsize 0
INFO:gensim.models.word2vec:EPOCH 4 - PROGRESS: at 31.37% examples, 73038 words/s, in_qsize 0, out_qsize 0
INFO:gensim.models.word2vec:EPOCH 4 - PROGRESS: at 34.38% examples, 72907 words/s, in_qsize 0, out_qsize 0
INFO:gensim.models.word2vec:EPOCH 4 - PROGRESS: at 37.61% examples, 73132 words/s, in_qsize 0, out_qsize 0
INFO:gensim.models.word2vec:EPOCH 4 - PROGRESS: at 41.04% examples, 73262 words/s, in_qsize 0, out_qsize 0
INFO:gensim.models.word2vec:EPOCH 4 - PROGRESS: at 44.27% examples, 73303 words/s, in_qsize 0, out_qsize 0
INFO:gensim.models.word2vec:EPOCH 4 - PROGRESS: at 47.49% examples, 73394 words/s, in_qsize 0, out_qsize 0
INFO:gensim.models.word2vec:EPOCH 4 - PROGRESS: at 50.93% examples, 73473 words/s, in_qsize 0, out_qsize 0
INFO:gensim.models.word2vec:EPOCH 4 - PROGRESS: at 54.15% examples, 73540 words/s, in_qsize 1, out_qsize 0
INFO:gensim.models.word2vec:EPOCH 4 - PROGRESS: at 57.38% examples, 73546 words/s, in_qsize 1, out_qsize 0
INFO:gensim.models.word2vec:EPOCH 4 - PROGRESS: at 60.60% examples, 73685 words/s, in_qsize 0, out_qsize 0
INFO:gensim.models.word2vec:EPOCH 4 - PROGRESS: at 63.61% examples, 73558 words/s, in_qsize 0, out_qsize 0
INFO:gensim.models.word2vec:EPOCH 4 - PROGRESS: at 66.83% examples, 73490 words/s, in_qsize 0, out_qsize 0
INFO:gensim.models.word2vec:EPOCH 4 - PROGRESS: at 70.27% examples, 73695 words/s, in_qsize 1, out_qsize 0
INFO:gensim.models.word2vec:EPOCH 4 - PROGRESS: at 73.28% examples, 73549 words/s, in_qsize 0, out_qsize 0
INFO:gensim.models.word2vec:EPOCH 4 - PROGRESS: at 76.50% examples, 73583 words/s, in_qsize 0, out_qsize 0
INFO:gensim.models.word2vec:EPOCH 4 - PROGRESS: at 79.73% examples, 73690 words/s, in_qsize 0, out_qsize 0
INFO:gensim.models.word2vec:EPOCH 4 - PROGRESS: at 82.95% examples, 73674 words/s, in_qsize 0, out_qsize 0
INFO:gensim.models.word2vec:EPOCH 4 - PROGRESS: at 86.17% examples, 73648 words/s, in_qsize 0, out_qsize 0
INFO:gensim.models.word2vec:EPOCH 4 - PROGRESS: at 89.61% examples, 73764 words/s, in_qsize 0, out_qsize 0
INFO:gensim.models.word2vec:EPOCH 4 - PROGRESS: at 92.62% examples, 73671 words/s, in_qsize 0, out_qsize 1
INFO:gensim.models.word2vec:EPOCH 4 - PROGRESS: at 96.06% examples, 73637 words/s, in_qsize 0, out_qsize 1
INFO:gensim.models.word2vec:EPOCH 4 - PROGRESS: at 99.71% examples, 73867 words/s, in_qsize 0, out_qsize 0
INFO:gensim.models.word2vec:EPOCH 4: training on 4643403 raw words (2379601 effective words) took 32.2s, 73978 effective words/s
INFO:root:Loss after epoch 4: 471920.0
INFO:gensim.utils:Word2Vec lifecycle event {'msg': 'training on 23217015 raw words (11894801 effective words) took 163.2s, 72890 effective words/s', 'datetime': '2023-11-06T21:13:57.592812', 'gensim': '4.3.2', 'python': '3.11.6 (tags/v3.11.6:8b6ee5b, Oct  2 2023, 14:57:12) [MSC v.1935 64 bit (AMD64)]', 'platform': 'Windows-10-10.0.22621-SP0', 'event': 'train'}
INFO:gensim.utils:Word2Vec lifecycle event {'params': 'Word2Vec<vocab=269, vector_size=256, alpha=0.025>', 'datetime': '2023-11-06T21:13:57.592812', 'gensim': '4.3.2', 'python': '3.11.6 (tags/v3.11.6:8b6ee5b, Oct  2 2023, 14:57:12) [MSC v.1935 64 bit (AMD64)]', 'platform': 'Windows-10-10.0.22621-SP0', 'event': 'created'}
INFO:gensim.models.keyedvectors:storing 269x256 projection weights into c:\Users\shwes\Projects\ML\mtg deckbuilding\MTG-card2vec/embeddings/ONE/embed_gensim.txt
INFO:gensim.utils:Word2Vec lifecycle event {'fname_or_handle': 'c:\\Users\\shwes\\Projects\\ML\\mtg deckbuilding\\MTG-card2vec/models/ONE/ONE.model', 'separately': 'None', 'sep_limit': 10485760, 'ignore': frozenset(), 'datetime': '2023-11-06T21:13:57.674003', 'gensim': '4.3.2', 'python': '3.11.6 (tags/v3.11.6:8b6ee5b, Oct  2 2023, 14:57:12) [MSC v.1935 64 bit (AMD64)]', 'platform': 'Windows-10-10.0.22621-SP0', 'event': 'saving'}
INFO:gensim.utils:not storing attribute cum_table
INFO:gensim.utils:saved c:\Users\shwes\Projects\ML\mtg deckbuilding\MTG-card2vec/models/ONE/ONE.model
